"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date","bbl","buildingIdentificationNumber","cooperativeIdNumber","gi5DigitStreetCode1","giHighHouseNumber1","giLowHouseNumber1","giStreetName1","lat","lng"
"1",2,"BATHGATE","01  ONE FAMILY HOMES","1",3048,19,"A5","2186 Bathgate Avenue",NA,10457,1,0,1,"1768",1188,1901,"1","A5",345752,2009-03-16,2030480019,"2011521","0000","11420","2186","2186","BATHGATE AVENUE",40.8527243828649,-73.8931882327976
"2",2,"BATHGATE","02  TWO FAMILY HOMES","1",3030,71,"B2","4443 Park Avenue",NA,10457,2,0,2,"2352",1632,1899,"1","B2",135000,2009-05-08,2030300071,"2011154","0000","56820","4443","4443","PARK AVENUE",40.8537483192918,-73.8963748342131
"3",2,"BATHGATE","02  TWO FAMILY HOMES","1",3030,76,"B2","4435 Park Avenue",NA,10457,2,0,2,"2444",2125,1899,"1","B2",325000,2009-03-30,2030300076,"2011158","0000","56820","4435","4435","PARK AVENUE",40.8535014292773,-73.8965234247436
"4",2,"BATHGATE","02  TWO FAMILY HOMES","1",3036,62,"B1","459 East 179 Street",NA,10457,2,0,2,"2000",2340,1998,"1","B1",344500,2009-11-20,2030360062,"2115443","0000","27030","459","459","EAST  179 STREET",40.8499748374917,-73.8969192862026
"5",2,"BATHGATE","02  TWO FAMILY HOMES","1",3036,62,"B1","459 East 179th Street",NA,10457,2,0,2,"2000",2340,1998,"1","B1",316474,2009-05-04,2030360062,"2115443","0000","27030","459","459","EAST  179 STREET",40.8499748374917,-73.8969192862026
"6",2,"BATHGATE","02  TWO FAMILY HOMES","1",3037,6,"B2","4392 Park Avenue",NA,10457,2,0,2,"2275",3240,1899,"1","B2",359038,2009-01-19,2030370006,"2011292","0000","56820","4392","4392","PARK AVENUE",40.8521837261366,-73.8962507570552
"7",2,"BATHGATE","02  TWO FAMILY HOMES","1",3050,94,"B2","2240 Bassford Avenue",NA,10457,2,0,2,"1300",2300,1901,"1","B2",389000,2009-07-28,2030500094,"2011578","0000","11320","2240","2240","BASSFORD AVENUE",40.8538277825886,-73.8932189940133
"8",2,"BATHGATE","03  THREE FAMILY HOMES","1",2912,116,"C0","1536 Washington Avenue",NA,10457,3,0,3,"2000",2400,1993,"1","C0",319500,2009-10-07,2029120116,"2099186",NA,"73120","1536","1536","WASHINGTON AVENUE",40.8379855835027,-73.9028213478653
"9",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,67,"C0","460 East 182 Street",NA,10457,3,0,3,"2000",3744,1899,"1","C0",162240,2009-11-12,2030370067,"2011318","0000","27120","460","460","EAST  182 STREET",40.8541995274815,-73.8945341901004
"10",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,103,"C0","2135 Washington Avenue",NA,10457,3,0,3,"1701",4600,2006,"1","C0",630000,2009-07-17,2030370103,"2113778","0000","73120","2135","2135","WASHINGTON AVENUE",40.8525999928972,-73.8952235248192
"11",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,104,"C0","465 East 181 Street",NA,10457,3,0,3,"1095",3706,2006,"1","C0",602500,2009-09-02,2030370104,"2113779","0000","27090","467","465","EAST  181 STREET",40.8524709426953,-73.8951695072822
"12",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,105,"C0","463 East 181 Street",NA,10457,3,0,3,"1095",3706,2006,"1","C0",602500,2009-04-24,2030370105,"2113780","0000","27090","463","463","EAST  181 STREET",40.8524929626915,-73.8952381523113
"13",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,106,"C0","461 East 181 Street",NA,10457,3,0,3,"1095",3706,2006,"1","C0",602500,2009-04-27,2030370106,"2113781","0000","27090","461","461","EAST  181 STREET",40.8525149793663,-73.8953031826669
"14",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,107,"C0","459 East 181 Street",NA,10457,3,0,3,"1095",3706,2006,"1","C0",640000,2009-05-20,2030370107,"2113782","0000","27090","459","459","EAST  181 STREET",40.8525369960044,-73.8953682130655
"15",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,108,"C0","457 East 181 Street",NA,10457,3,0,3,"1419",3706,2006,"1","C0",602500,2009-07-23,2030370108,"2113783","0000","27090","457","457","EAST  181 STREET",40.8525782189593,-73.8954259838577
"16",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,109,"C0","455 East 181 Street",NA,10457,3,0,3,"1687",4050,2006,"1","C0",602500,2009-07-15,2030370109,"2113784","0000","27090","455","455","EAST  181 STREET",40.8526057282043,-73.8954946204575
"17",2,"BATHGATE","03  THREE FAMILY HOMES","1",3037,110,"C0","453 East 181 Street",NA,10457,3,0,3,"1687",4050,2006,"1","C0",602500,2009-04-29,2030370110,"2113785","0000","27090","453","453","EAST  181 STREET",40.8526304992518,-73.8955704908739
"18",2,"BATHGATE","03  THREE FAMILY HOMES","1",3044,51,"C0","1966 Bathgate Avenue",NA,10457,3,0,3,"2880",3132,1910,"1","C0",101400,2009-12-16,2030440051,"2000000","0000","11420","1964","1964","BATHGATE AVENUE",40.8482202722247,-73.8961412752253
"19",2,"BATHGATE","03  THREE FAMILY HOMES","1",3050,3,"C0","2190 Washington Avenue",NA,10457,3,0,3,"1331",2244,1901,"1","C0",178500,2009-07-07,2030500003,"2011541","0000","73120","2190","2190","WASHINGTON AVENUE",40.8539464117573,-73.893876697512
"20",2,"BATHGATE","07  RENTALS - WALKUP APARTMENTS","2",3027,29,"C1","422 East 178th Street",NA,10457,16,0,16,"3344",11918,1909,"2","C1",1315000,2009-08-26,2030270029,"2011088","0000","27000","422","422","EAST  178 STREET",40.8487691490857,-73.8991621572522
"21",2,"BATHGATE","07  RENTALS - WALKUP APARTMENTS","2",3028,44,"C1","4289 Park Avenue",NA,10457,22,0,22,"6098",16728,1908,"2","C1",6885000,2009-08-26,2030280044,"2092213","0000","56820","4289","4289","PARK AVENUE",40.8496937243961,-73.8987161634345
"22",2,"BATHGATE","07  RENTALS - WALKUP APARTMENTS","2B",3048,20,"C1","2190 Bathgate Ave",NA,10457,7,0,7,"2417",5400,1931,"2","C1",1e+05,2009-02-19,2030480020,"2011522","0000","11420","2190","2190","BATHGATE AVENUE",40.852869875429,-73.8932133023593
"23",2,"BATHGATE","22  STORE BUILDINGS","4",2909,19,"K1","452 East Tremont Avenue",NA,10457,0,1,1,"2985",1775,1953,"4","K1",336000,2009-07-23,2029090019,"2009534","0000","29620","454","452","EAST TREMONT AVENUE",40.8468996705717,-73.8987818628445
"24",2,"BATHGATE","31  COMMERCIAL VACANT LAND","2A",2912,25,"S4","3827 3rd Avenue",NA,10457,4,1,5,"2000",3233,2011,"4","V1",185000,2009-07-07,2029120025,"2128565","0000","68020","3827","3827","3 AVENUE",40.838116303084,-73.9016104865593
"25",2,"BELMONT","02  TWO FAMILY HOMES","1",3099,18,"B2","715 East 182nd Street",NA,10457,2,0,2,"2500",2368,1901,"1","B2",425000,2009-03-05,2030990018,"2012781","0000","27120","715","715","EAST  182 STREET",40.8503185833757,-73.88595204229
"26",2,"BELMONT","05  TAX CLASS 1 VACANT LAND","2B",3086,37,"C1","2229 Belmont Avenue",NA,10457,8,0,8,"2900",7496,2010,"1","V0",140000,2009-08-25,2030860037,"2124489","0000","12520","2229","2229","BELMONT AVENUE",40.8520110954892,-73.8877601034811
"27",2,"BELMONT","07  RENTALS - WALKUP APARTMENTS","2",3071,42,"C1","2226 Adams Place",NA,10457,16,0,16,"3325",14652,1931,"2","C1",1280000,2009-09-22,2030710042,"2012085","0000","07520","2226","2226","ADAMS PLACE",40.852275775953,-73.8889886587167
"28",2,"CROTONA PARK","02  TWO FAMILY HOMES","1",2948,55,"B3","739 Crotona Park North",NA,10457,2,0,2,"2300",1721,1901,"1","B3",362220,2009-01-12,2029480055,"2009943","0000","22520","739","739","CROTONA PARK NORTH",40.8416133269147,-73.8926711811816
"29",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3063,148,"A5","8 Wade Square",NA,10457,1,0,1,"1875",1320,1985,"1","A5",318000,2009-12-21,2030630148,"2011868",NA,"72380","8","8","WADE SQUARE",40.8516326500789,-73.890959730698
"30",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3070,17,"A5","610 East 181 Street",NA,10457,1,0,1,"2186",1352,1901,"1","A5",189000,2009-10-21,2030700017,"2012033","0000","27090","610","610","EAST  181 STREET",40.8500431804688,-73.8906587107696
"31",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3070,17,"A5","610 E 181st Street",NA,10457,1,0,1,"2186",1352,1901,"1","A5",343129,2009-06-08,2030700017,"2012033","0000","27090","610","610","EAST  181 STREET",40.8500431804688,-73.8906587107696
"32",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3070,314,"A5","2165 Hughes Avenue",NA,10457,1,0,1,"2165",2046,1985,"1","A5",365000,2009-10-22,2030700314,"2012063",NA,"41320","2165","2165","HUGHES AVENUE",40.8510713449353,-73.8895039485872
"33",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3098,140,"A5","2151 Clinton Avenue",NA,10457,1,0,1,"2935",1320,1985,"1","A5",315000,2009-10-26,2030980140,"2086797","0000","20220","2151","2151","CLINTON AVENUE",40.8493724198036,-73.8867235645013
"34",2,"EAST TREMONT","01  ONE FAMILY HOMES","1",3110,156,"A5","2178 Prospect Avenue",NA,10457,1,0,1,"1800",1320,1985,"1","A5",333404,2009-10-19,2031100156,"2012985","0000","59520","2178","2178","PROSPECT AVENUE",40.8490026460166,-73.8847217425612
"35",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3068,23,"B2","2024 La Fontaine Ave.",NA,10457,2,0,2,"2400",2216,1901,"1","B2",385840,2009-10-06,2030680023,"2011965","0000","44720","2024","2024","LAFONTAINE AVENUE",40.8479567954639,-73.8931525146438
"36",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3068,23,"B2","2024 La Fontaine Avenue",NA,10457,2,0,2,"2400",2216,1901,"1","B2",168750,2009-02-18,2030680023,"2011965","0000","44720","2024","2024","LAFONTAINE AVENUE",40.8479567954639,-73.8931525146438
"37",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3068,37,"B2","1999 Arthur Avenue",NA,10457,2,0,2,"1505",2004,1920,"1","B2",460000,2009-07-16,2030680037,"2011970","0000","09520","1999","1999","ARTHUR AVENUE",40.8474736238681,-73.893041242795
"38",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3079,119,"B1","1998 Hughes Avenue",NA,10457,2,0,2,"2090",2640,1995,"1","B1",435000,2009-08-24,2030790119,"2103180","0000","41320","1998","1998","HUGHES AVENUE",40.8469724831873,-73.8913251976659
"39",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3080,67,"B2","2011 Crotona Avenue",NA,10457,2,0,2,"2500",3729,1930,"1","B2",439867,2009-06-01,2030800067,"2012331","0000","22320","2011","2011","CROTONA AVENUE",40.8473142275881,-73.889907778211
"40",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3082,54,"B2","2143 Belmont Avenue",NA,10457,2,0,2,"1502",1908,1901,"1","B2",192660,2009-12-08,2030820054,"2012394","0000","12520","2143","2143","BELMONT AVENUE",40.849945739906,-73.8892166516526
"41",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3082,54,"B2","2143 Belmont Avenue",NA,10457,2,0,2,"1502",1908,1901,"1","B2",215200,2009-11-09,2030820054,"2012394","0000","12520","2143","2143","BELMONT AVENUE",40.849945739906,-73.8892166516526
"42",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3082,127,"B1","642 East 182 Street",NA,10457,2,0,2,"2115",2400,1997,"1","B1",326000,2009-06-04,2030820127,"2115985","0000","27120","642","642","EAST  182 STREET",40.8511147082367,-73.8889291474787
"43",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3093,12,"B2","1986 Clinton Avenue",NA,10457,2,0,2,"2500",2322,1920,"1","B2",152100,2009-08-27,2030930012,"2012634","0000","20220","1986","1986","CLINTON AVENUE",40.8457324645576,-73.889061022441
"44",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3093,17,"B2","1996 Clinton Avenue",NA,10457,2,0,2,"2500",2192,1920,"1","B2",163254,2009-08-31,2030930017,"2012639","0000","20220","1996","1996","CLINTON AVENUE",40.8460204183453,-73.8888111505764
"45",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3093,18,"B2","1998 Clinton Avenue",NA,10457,2,0,2,"2000",2280,1920,"1","B2",225000,2009-11-27,2030930018,"2012640",NA,"20220","1998","1998","CLINTON AVENUE",40.8460725259023,-73.8887676909868
"46",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3093,18,"B2","1998 Clinton Avenue",NA,10457,2,0,2,"2000",2280,1920,"1","B2",279831,2009-09-14,2030930018,"2012640",NA,"20220","1998","1998","CLINTON AVENUE",40.8460725259023,-73.8887676909868
"47",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3098,36,"B1","2161 Clinton Avenue",NA,10457,2,0,2,"2375",3138,2009,"1","B1",425000,2009-08-21,2030980036,"2124806","0000","20220","2161","2161","CLINTON AVENUE",40.8495944528046,-73.8864304065552
"48",2,"EAST TREMONT","02  TWO FAMILY HOMES","1",3110,42,"B2","2140 Prospect Avenue",NA,10457,2,0,2,"3309",2008,1910,"1","B2",450000,2009-06-18,2031100042,"2012961","0000","59520","2140","2140","PROSPECT AVENUE",40.8481688293562,-73.8852978912524
"49",2,"EAST TREMONT","03  THREE FAMILY HOMES","1",3070,316,"C0","625 Oak Tree Place",NA,10457,3,0,3,"1332",3420,2009,"1","C0",661862,2009-08-31,2030700316,"2116194","0000","54720","625","625","OAK TREE PLACE",40.8510412604931,-73.8896160525356
"50",2,"EAST TREMONT","03  THREE FAMILY HOMES","1",3096,45,"C0","2104 Crotona Avenue",NA,10457,3,0,3,"2552",2770,1905,"1","C0",223000,2009-04-30,2030960045,"2012692","0000","22320","2104","2104","CROTONA AVENUE",40.8482020665382,-73.8884026809388
"51",2,"EAST TREMONT","03  THREE FAMILY HOMES","1",3096,155,"C0","712 East 181st Street",NA,10457,3,0,3,"2254",3668,2006,"1","C0",540600,2009-07-01,2030960155,"2115058","0000","27090","712","712","EAST  181 STREET",40.8484760496689,-73.8878998050907
"52",2,"EAST TREMONT","05  TAX CLASS 1 VACANT LAND","2",3110,54,"D1","2170 Prospect Avenue",NA,10457,34,0,34,"9249",31761,2011,"1","V0",675000,2009-10-20,2031100054,"2128907","0000","59520","2170","2170","PROSPECT AVENUE",40.8487200463818,-73.8848270533538
"53",2,"EAST TREMONT","07  RENTALS - WALKUP APARTMENTS","2",3093,32,"C1","745 East 178 Street",NA,10457,37,0,37,"6840",26200,1915,"2","C1",3500000,2009-04-22,2030930032,"2012644","0000","27000","745","743","EAST  178 STREET",40.845597618914,-73.8886925837831
"54",2,"EAST TREMONT","07  RENTALS - WALKUP APARTMENTS","2",3106,8,"C1","2000 Prospect Avenue",NA,10457,65,0,65,"16619",50050,1922,"2","C1",4050000,2009-05-13,2031060008,"2012931","0000","27000","765","761","EAST  178 STREET",40.8452015482678,-73.8878330366906
"55",2,"EAST TREMONT","08  RENTALS - ELEVATOR APARTMENTS","2",3080,4,"D4","2024 Hughes Avenue",NA,10457,28,0,28,"5461",32932,1912,"2","D1",7000,2009-06-30,2030800004,"2092278","0525","41320","2024","2024","HUGHES AVENUE",40.847762602977,-73.8909480023401
"56",2,"EAST TREMONT","14  RENTALS - 4-10 UNIT","2B",2951,48,"S9","730 E. Tremont Ave",NA,10457,4,6,10,"3985",8131,1931,"2","S9",1750000,2009-01-23,2029510048,"2009993","0000","20220","1956","1952","CLINTON AVENUE",40.8446301001913,-73.8901146209688
"57",2,"FORDHAM","01  ONE FAMILY HOMES","1",3156,164,"A1","2089 Ryer Avenue",NA,10457,1,0,1,"2394",1404,1901,"1","A1",150000,2009-12-21,2031560164,"2013699","0000","62720","2089","2089","RYER AVENUE",40.8533187229442,-73.9010060207565
"58",2,"FORDHAM","01  ONE FAMILY HOMES","1",3158,35,"B3","2263 Ryer Avenue",NA,10457,2,0,2,"1283",1702,1901,"1","A1",338792,2009-03-16,2031580035,"2013726","0000","62720","2263","2263","RYER AVENUE",40.8566604736023,-73.8995044578989
"59",2,"FORDHAM","02  TWO FAMILY HOMES","1",3144,16,"B2","2118 Valentine Avenue",NA,10457,2,0,2,"2730",2528,1901,"1","B2",250000,2009-07-28,2031440016,"2013353","0000","70720","2118","2118","VALENTINE AVENUE",40.8534928471517,-73.8992309061142
"60",2,"FORDHAM","02  TWO FAMILY HOMES","1",3144,35,"B2","2103 Tiebout Avenue",NA,10457,2,0,2,"2500",2134,1910,"1","B2",115000,2009-08-13,2031440035,"2013367","0000","68420","2103","2103","TIEBOUT AVENUE",40.8530398483044,-73.8990906170765
"61",2,"FORDHAM","02  TWO FAMILY HOMES","1",3156,49,"B2","2066 Anthony Avenue",NA,10457,2,0,2,"2690",2254,1901,"1","B2",430000,2009-08-04,2031560049,"2013646","0000","08920","2066","2066","ANTHONY AVENUE",40.8525316580266,-73.9017843579675
"62",2,"FORDHAM","02  TWO FAMILY HOMES","1",3158,35,"B3","2263 Ryer Avenue",NA,10457,2,0,2,"1283",1702,1901,"1","B3",133000,2009-06-15,2031580035,"2013726","0000","62720","2263","2263","RYER AVENUE",40.8566604736023,-73.8995044578989
"63",2,"FORDHAM","03  THREE FAMILY HOMES","1",3149,109,"C0","2099 Valentine Avenue",NA,10457,3,0,3,"2605",3180,1901,"1","C0",477000,2009-11-23,2031490109,"2013539","0000","70720","2099","2099","VALENTINE AVENUE",40.8531971364198,-73.9000555196114
"64",2,"FORDHAM","03  THREE FAMILY HOMES","1",3149,191,"C0","2096 Ryer Avenue",NA,10457,3,0,3,"1975",2862,1901,"1","C0",243463,2009-08-27,2031490191,"2013556","0000","62720","2096","2096","RYER AVENUE",40.8532825378566,-73.9004204826018
"65",2,"FORDHAM","07  RENTALS - WALKUP APARTMENTS","2",3144,23,"C1","2123 Tiebout Avenue",NA,10457,48,0,48,"8275",32805,1923,"2","C1",462282,2009-12-31,2031440023,"2013359","0000","68420","2125","2123","TIEBOUT AVENUE",40.8536982851007,-73.8987570576166
"66",2,"FORDHAM","07  RENTALS - WALKUP APARTMENTS","2",3144,23,"C1","2123 Tiebout Avenue",NA,10457,48,0,48,"8275",32805,1923,"2","C1",426575,2009-12-31,2031440023,"2013359","0000","68420","2125","2123","TIEBOUT AVENUE",40.8536982851007,-73.8987570576166
"67",2,"FORDHAM","07  RENTALS - WALKUP APARTMENTS","2",3144,23,"C1","2123 Tiebout Avenue",NA,10457,48,0,48,"8275",32805,1923,"2","C1",638847,2009-10-22,2031440023,"2013359","0000","68420","2125","2123","TIEBOUT AVENUE",40.8536982851007,-73.8987570576166
"68",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",54701,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"69",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",13671,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"70",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",13671,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"71",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",13687,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"72",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181 St",NA,10457,37,0,37,"6319",32175,1939,"2","D1",13671,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"73",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",164120,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"74",2,"FORDHAM","08  RENTALS - ELEVATOR APARTMENTS","2",3149,118,"D1","253 East 181st Street",NA,10457,37,0,37,"6319",32175,1939,"2","D1",382958,2009-07-08,2031490118,"2013542","0000","27090","253","253","EAST  181 STREET",40.8543854663895,-73.8999091409378
"75",2,"MOUNT HOPE/MOUNT EDEN","01  ONE FAMILY HOMES","1",2812,30,"A5","1991 Anthony Avenue",NA,10457,1,0,1,"1293",1490,1910,"1","A5",321426,2009-02-09,2028120030,"2007754","0000","08920","1991","1991","ANTHONY AVENUE",40.8510314067847,-73.9030878447337
"76",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2787,39,"B1","1502 Morris Avenue",NA,10457,2,0,2,"1368",4064,2007,"1","B1",535000,2009-03-25,2027870039,"2116226","0000","52120","1502","1502","MORRIS AVENUE",40.8402555682186,-73.9097100394423
"77",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2787,40,"B1","1504 Morris Avenue",NA,10457,2,0,2,"1256",3335,2007,"1","B1",520650,2009-04-10,2027870040,"2116227","0000","52120","1504","1504","MORRIS AVENUE",40.8403104510466,-73.9096955087136
"78",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2800,48,"B2","247 East 175th Street",NA,10457,2,0,2,"1967",2080,1901,"1","B2",460000,2009-11-25,2028000048,"2007525","0000","26910","247","247","EAST  175 STREET",40.8469056160536,-73.9058010552874
"79",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2814,73,"S2","280 East Burnside Avenue",NA,10457,2,1,3,"3422",2928,1901,"1","S2",8e+05,2009-10-08,2028140073,"2129357","0000","29120","280","280","EAST BURNSIDE AVENUE",40.8508054312967,-73.9020110140008
"80",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2820,44,"B2","1543 Morris Avenue",NA,10457,2,0,2,"1875",1884,1910,"1","B2",442000,2009-08-21,2028200044,"2007831","0000","52120","1543","1543","MORRIS AVENUE",40.8424569615333,-73.9098841462506
"81",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2820,44,"B2","1543 Morris Avenue",NA,10457,2,0,2,"1875",1884,1910,"1","B2",225000,2009-05-04,2028200044,"2007831","0000","52120","1543","1543","MORRIS AVENUE",40.8424569615333,-73.9098841462506
"82",2,"MOUNT HOPE/MOUNT EDEN","02  TWO FAMILY HOMES","1",2820,57,"B1","1513 Morris Avenue",NA,10457,2,0,2,"3135",3216,1920,"1","B1",3e+05,2009-12-18,2028200057,"2007841","0000","52120","1513","1513","MORRIS AVENUE",40.84161428016,-73.909813005145
"83",2,"MOUNT HOPE/MOUNT EDEN","03  THREE FAMILY HOMES","1",2814,94,"C0","311 East 178 Street",NA,10457,3,0,3,"2468",4032,2006,"1","C0",585000,2009-07-02,2028140094,"2116229","0000","27000","311","311","EAST  178 STREET",40.8502017808333,-73.902228779158
"84",2,"MOUNT HOPE/MOUNT EDEN","07  RENTALS - WALKUP APARTMENTS","2",2795,42,"C1","1745 Eastburn Avenue",NA,10457,38,0,38,"9453",32065,1928,"2","C1",2e+06,2009-08-14,2027950042,"2000000","0000","26880","191","175","EAST  174 STREET",40.8454505001359,-73.9086909731973
"85",2,"MOUNT HOPE/MOUNT EDEN","07  RENTALS - WALKUP APARTMENTS","2",2820,35,"C1","180 East Mount Eden Aven",NA,10457,26,0,26,"6099",23185,1928,"2","C1",1425602,2009-11-02,2028200035,"2007828","0000","29520","184","180","MT EDEN PARKWAY",40.8426054208961,-73.9101983792281
"86",2,"MOUNT HOPE/MOUNT EDEN","08  RENTALS - ELEVATOR APARTMENTS","2",2796,23,"D1","1780 Eastburn Avenue",NA,10457,37,0,37,"7950",32000,1941,"2","D1",2375000,2009-04-29,2027960023,"2007423","0000","29720","1780","1780","EASTBURN AVENUE",40.8464957215069,-73.9080461759129
"87",2,"MOUNT HOPE/MOUNT EDEN","08  RENTALS - ELEVATOR APARTMENTS","2",2891,61,"D1","1818 Clay Avenue",NA,10457,24,0,24,"4750",19158,1937,"2","D1",1682670,2009-12-28,2028910061,"2009360","0000","20020","1818","1818","CLAY AVENUE",40.8470416795458,-73.9043767786992
"88",2,"MOUNT HOPE/MOUNT EDEN","29  COMMERCIAL GARAGES","4",2892,73,"G5","1805 Webster Avenue",NA,10457,0,1,1,"9278",2604,1952,"4","G5",1350000,2009-11-03,2028920073,"2094554","0000","18320","1808","1808","CARTER AVENUE",40.8459366098208,-73.9023507078088
"89",2,"MOUNT HOPE/MOUNT EDEN","37  RELIGIOUS FACILITIES","4",2804,26,"M9","246 East Tremont Avenue",NA,10457,0,1,1,"2586",7680,1920,"4","M9",498200,2009-09-10,2028040026,"2007602","0000","29620","246","246","EAST TREMONT AVENUE",40.8485511285441,-73.9042083413956
"90",2,"BATHGATE","01  ONE FAMILY HOMES","1",3035,2,"S1","441 East 178 Street",NA,10457,1,1,2,"1287",2378,1899,"1","S1",116000,2010-07-01,2030350002,"2011253","0000","27000","441","441","EAST  178 STREET",40.8488095708148,-73.8983090686608
"91",2,"BATHGATE","01  ONE FAMILY HOMES","1",3037,42,"A1","4428 Park Avenue",NA,10457,1,0,1,"3525",1340,1899,"1","A1",287000,2010-12-10,2030370042,"2011303","0000","56820","4428","4428","PARK AVENUE",40.8530998986989,-73.8956312047373
"92",2,"BATHGATE","01  ONE FAMILY HOMES","1",3046,34,"A1","2085 Bathgate Avenue",NA,10457,1,0,1,"2060",1629,1899,"1","A1",145915,2010-07-27,2030460034,"2011483","0000","11420","2085","2085","BATHGATE AVENUE",40.8510162082839,-73.8951248096474
"93",2,"BATHGATE","01  ONE FAMILY HOMES","1",3046,42,"A1","2069 Bathgate Avenue",NA,10457,1,0,1,"1964",1424,1899,"1","A1",72790,2010-06-03,2030460042,"2011489","0000","11420","2069","2069","BATHGATE AVENUE",40.8505498452832,-73.8953857974042
"94",2,"BATHGATE","01  ONE FAMILY HOMES","1",3048,18,"A9","2184 Bathgate Avenue",NA,10457,1,0,1,"1768",1236,1930,"1","A9",313300,2010-04-09,2030480018,"2011520","0000","11420","2184","2184","BATHGATE AVENUE",40.8526887352166,-73.8932244373789
"95",2,"BATHGATE","01  ONE FAMILY HOMES","1",3048,19,"A5","2186 Bathgate Avenue",NA,10457,1,0,1,"1768",1188,1901,"1","A5",299000,2010-06-30,2030480019,"2011521","0000","11420","2186","2186","BATHGATE AVENUE",40.8527243828649,-73.8931882327976
"96",2,"BATHGATE","01  ONE FAMILY HOMES","1",3048,19,"A5","2186 Bathgate Avenue",NA,10457,1,0,1,"1768",1188,1901,"1","A5",132000,2010-02-23,2030480019,"2011521","0000","11420","2186","2186","BATHGATE AVENUE",40.8527243828649,-73.8931882327976
"97",2,"BATHGATE","01  ONE FAMILY HOMES","1",3048,28,"A1","540 East 182 Street",NA,10457,1,0,1,"1209",1048,1901,"1","A1",272231,2010-10-04,2030480028,"2011526","0000","27120","540","540","EAST  182 STREET",40.8528859648154,-73.8928048104198
